Reading	Listening_music	Cinema	Show	Exhibition	Computer	Sport	Walking	Travelling	Playing_music	Collecting	Volunteering	Mechanic	Gardening	Knitting	Cooking	Fishing	TV	Sex	Age	Marital_status	Profession	nb_activitees
y	y	y	n	y	y	y	y	n	n	n	n	n	n	n	y	n	n0	M	[15,25]	Single	NotAvailable	8
n	y	y	n	n	n	y	n	n	n	n	n	n	n	n	n	n	n4	F	(25,35]	Single	Employee	4
n	n	n	n	n	n	n	n	n	y	n	n	n	y	n	y	n	n3	F	(55,65]	Married	Employee	4
y	y	y	n	y	n	y	y	y	y	n	n	y	y	y	y	n	n3	F	(55,65]	Married	NotAvailable	13
n	y	n	n	n	y	n	n	n	n	n	n	n	n	y	y	n	n4	F	[15,25]	Single	Employee	5
n	y	n	n	n	n	n	n	y	n	n	n	n	n	n	n	n	n3	F	(75,85]	Widower	NotAvailable	3
n	n	y	y	n	n	n	n	y	n	n	n	y	n	n	y	n	n1	M	(45,55]	Married	Foreman	6
n	y	n	n	n	n	n	y	n	n	n	n	n	y	n	n	n	n3	M	(65,75]	Widower	Manual_labourer	4
n	n	n	n	n	n	y	y	n	n	n	n	y	y	n	n	y	n1	M	[15,25]	Single	Manual_labourer	6
y	y	n	n	y	y	n	n	n	y	y	n	y	n	n	n	n	n4	M	(35,45]	Married	Management	8
y	y	y	y	n	n	y	y	y	y	n	n	y	y	n	y	n	n0	M	(45,55]	Married	Management	11
y	y	n	n	n	n	y	n	n	n	n	n	n	n	n	n	n	n1	M	(35,45]	Single	NotAvailable	4
y	y	n	y	n	y	n	n	y	n	n	n	y	y	y	y	n	n2	F	(45,55]	Married	Employee	10
n	n	y	n	y	n	n	n	n	n	n	y	n	n	n	n	n	n1	F	(35,45]	Married	Employee	4
n	n	n	n	n	n	n	y	n	n	n	n	n	y	n	n	n	n1	M	(65,75]	Widower	Unskilled_worker	3
y	y	y	y	n	n	n	n	y	n	n	n	n	y	n	y	n	n4	F	(65,75]	Widower	Unskilled_worker	8
y	y	y	y	y	y	y	y	y	n	n	n	n	n	n	n	n	n1	M	[15,25]	Single	NotAvailable	10
y	y	y	y	y	n	y	y	y	n	n	n	y	y	n	n	n	n4	F	(65,75]	Divorcee	NotAvailable	11
y	y	n	n	n	n	y	y	n	n	n	y	n	y	n	y	n	n2	M	(35,45]	Married	NotAvailable	8
y	y	y	y	y	y	y	y	y	n	n	n	y	y	n	y	n	n3	F	(55,65]	Married	Employee	13
y	y	y	y	n	n	y	y	y	n	n	n	n	y	n	y	n	n2	F	(45,55]	Married	Technician	10
y	y	n	y	n	n	n	n	y	n	n	n	n	n	n	n	n	n4	F	(55,65]	Married	Manual_labourer	5
n	y	n	y	y	y	n	y	y	n	n	n	n	n	n	y	n	n4	F	(45,55]	Remarried	Manual_labourer	8
y	n	y	n	n	n	n	n	n	n	n	n	n	y	n	n	y	n2	M	(35,45]	Married	Manual_labourer	5
y	y	n	n	n	n	n	n	n	n	n	n	n	y	y	n	n	n4	F	(75,85]	Widower	Unskilled_worker	5
n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n4	F	(75,85]	Widower	Unskilled_worker	1
n	y	n	n	n	n	n	y	n	n	n	n	y	y	y	n	n	n3	F	(55,65]	Divorcee	Unskilled_worker	6
n	n	n	n	n	y	n	y	n	n	n	n	y	n	n	n	n	n1	M	(45,55]	Divorcee	Technician	4
n	n	n	n	n	n	n	y	n	n	n	n	n	y	y	y	n	n2	F	(65,75]	Married	NotAvailable	5
y	y	n	n	n	y	y	y	n	n	y	n	n	y	y	y	n	n3	F	(45,55]	Single	Employee	10
y	y	n	n	n	y	y	n	n	n	y	n	n	n	n	n	n	n3	M	[15,25]	Single	NotAvailable	6
n	n	y	n	n	n	n	n	n	n	n	n	y	n	n	n	n	n2	M	(35,45]	Divorcee	Manual_labourer	3
y	n	n	n	n	n	n	n	n	n	y	y	y	y	n	n	n	n2	M	(65,75]	Married	Manual_labourer	6
y	n	n	n	n	n	n	y	y	n	n	n	y	y	n	n	n	n3	M	(45,55]	Married	Manual_labourer	6
n	y	n	n	n	y	y	y	y	n	y	n	y	y	n	y	n	n3	M	(45,55]	Married	Technician	10
n	n	n	n	n	n	n	y	n	n	n	n	n	y	n	n	n	n4	M	(65,75]	Married	Manual_labourer	3
y	y	n	y	n	y	y	y	n	n	n	n	y	y	y	y	n	n4	F	(45,55]	Married	Employee	11
n	y	n	n	n	y	n	n	y	y	y	n	y	n	n	n	n	n3	M	(55,65]	Divorcee	Management	7
y	y	n	n	n	y	y	y	y	y	y	n	y	y	y	y	n	n2	F	(45,55]	Divorcee	Other	13
y	y	n	n	y	y	y	y	y	y	y	n	n	y	y	y	n	n2	F	(45,55]	Married	Foreman	13
n	n	n	n	n	n	n	y	n	n	n	n	n	y	n	y	n	n3	F	(65,75]	Widower	Employee	4
y	y	y	n	n	y	y	n	y	n	n	n	n	n	n	y	n	n2	F	(35,45]	Married	Employee	8
y	y	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n2	M	(75,85]	Married	Management	3
y	y	n	n	n	n	y	n	n	n	n	n	y	n	y	y	n	n2	F	(25,35]	Divorcee	Employee	7
n	n	n	n	n	n	y	n	n	n	y	n	n	n	n	y	y	n0	M	(25,35]	Single	Unskilled_worker	4
y	y	y	y	n	y	y	n	y	n	n	n	y	n	n	y	n	n3	F	[15,25]	Single	NotAvailable	10
n	y	y	n	y	n	y	n	n	n	n	n	y	y	n	y	n	n4	F	(45,55]	Divorcee	NotAvailable	8
y	n	n	n	n	n	n	y	n	n	n	n	n	y	n	n	y	n4	M	(45,55]	Married	NotAvailable	5
y	y	y	y	y	y	n	n	y	n	y	n	y	y	n	y	n	n1	F	(25,35]	Married	NotAvailable	12
y	y	y	y	y	n	y	y	y	y	y	y	n	n	n	n	n	n2	F	(45,55]	Married	Employee	12
y	y	n	n	y	n	n	n	y	n	n	y	y	y	n	y	y	n1	F	(55,65]	Married	Employee	10
y	y	y	n	y	n	n	y	y	n	n	n	y	y	n	y	n	n3	M	(45,55]	Married	Employee	10
n	y	n	y	n	n	y	y	y	n	n	n	y	y	n	y	n	n2	M	(45,55]	Remarried	Management	9
y	y	n	n	y	y	y	n	n	n	n	n	y	n	n	y	n	n2	F	(25,35]	Single	Other	8
y	y	y	n	n	n	n	y	y	n	y	y	n	n	n	n	n	n4	M	(55,65]	Divorcee	Employee	8
y	y	n	n	n	y	n	n	n	y	n	n	y	y	n	y	n	n4	M	(35,45]	Married	Employee	8
n	y	y	y	n	n	y	y	n	n	n	n	y	y	n	n	n	n2	M	[15,25]	Single	Manual_labourer	8
n	y	y	n	n	y	n	n	n	n	n	n	n	n	n	n	y	n3	M	[15,25]	Single	Manual_labourer	5
y	y	n	n	y	n	n	n	n	n	n	n	y	y	y	n	n	n2	F	(55,65]	Widower	Manual_labourer	7
y	y	y	n	n	n	y	n	n	n	n	n	y	y	n	y	n	n4	M	(25,35]	Single	Manual_labourer	8
y	y	y	n	n	n	n	y	y	n	n	n	y	y	n	n	n	n2	F	(45,55]	Married	NotAvailable	8
n	y	n	n	y	y	n	y	y	y	y	n	y	n	n	y	y	n1	M	(45,55]	Remarried	Technician	11
y	y	y	y	n	y	y	n	n	y	n	n	y	n	n	y	n	n1	M	[15,25]	Single	NotAvailable	10
n	y	y	n	n	y	y	n	n	y	n	n	n	y	n	n	n	n4	F	(35,45]	Married	Employee	7
y	y	n	n	n	n	n	n	n	n	n	n	n	n	y	n	n	n4	F	(65,75]	Divorcee	Employee	4
y	y	n	n	n	n	n	y	n	n	n	n	y	y	n	y	n	n4	M	(45,55]	Married	Manual_labourer	7
y	y	n	n	n	n	n	n	y	n	n	n	n	y	n	y	y	n4	M	(45,55]	Married	NotAvailable	7
y	y	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n4	F	(65,75]	Widower	Employee	3
y	y	y	y	y	y	y	y	y	n	n	n	y	y	n	y	y	n3	F	(45,55]	Remarried	Employee	14
y	y	y	n	y	y	y	y	y	n	n	n	y	y	n	n	n	n2	F	(25,35]	Married	Foreman	11
n	y	n	n	n	n	n	n	y	n	n	y	y	y	y	y	y	n2	F	(65,75]	Widower	Employee	9
y	y	y	n	n	y	y	n	y	n	n	n	n	n	n	n	n	n2	M	[15,25]	Single	NotAvailable	7
y	y	y	n	n	y	n	n	n	n	n	n	y	y	n	y	y	n3	M	(45,55]	Married	Manual_labourer	9
y	y	y	y	y	n	y	y	y	y	n	y	n	n	n	y	n	n3	F	(35,45]	Married	Employee	12
y	n	n	n	n	n	n	y	n	n	n	n	n	y	n	n	n	n1	M	(65,75]	Single	Employee	4
n	n	y	n	n	n	n	n	n	n	n	n	y	y	n	n	n	n2	M	(65,75]	Remarried	Foreman	4
y	y	y	n	n	n	n	y	n	n	n	n	y	y	y	y	n	n2	F	(55,65]	Widower	NotAvailable	9
y	y	y	n	n	n	n	n	n	n	n	y	y	n	n	n	n	n3	M	(55,65]	Divorcee	Management	6
y	y	y	y	n	y	y	y	y	y	n	y	y	y	y	y	y	n2	F	(45,55]	Married	Employee	16
y	y	y	y	y	y	n	y	n	y	n	n	y	n	y	n	n	n4	F	(25,35]	Married	Employee	11
n	n	n	n	n	n	n	y	n	n	n	n	n	n	y	n	n	n0	F	(45,55]	Divorcee	Employee	2
y	y	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n0	F	(35,45]	Single	Employee	2
y	n	n	n	y	y	n	n	y	y	n	y	n	n	n	y	n	n4	M	(45,55]	Single	Management	8
y	y	y	n	n	n	y	y	n	n	n	n	n	n	n	n	n	n2	F	(25,35]	Married	Employee	6
n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n1	F	(45,55]	Divorcee	Unskilled_worker	1
n	n	n	y	n	n	n	n	y	n	n	n	n	n	y	y	n	n2	F	(75,85]	Married	NotAvailable	5
y	n	y	n	n	n	y	n	n	n	n	n	y	n	n	y	n	n2	M	(45,55]	Married	Foreman	6
n	n	n	n	n	n	n	n	n	n	n	n	y	n	n	n	n	n2	M	(35,45]	Married	Employee	2
n	y	y	n	n	n	y	n	y	n	n	n	y	n	n	n	n	n0	M	(25,35]	Married	Management	5
n	y	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n0	M	(45,55]	Single	Unskilled_worker	1
y	n	n	n	n	n	n	y	n	n	n	n	y	y	n	y	n	n0	F	(45,55]	Married	Employee	5
y	n	n	n	n	n	n	n	n	n	n	y	n	n	n	n	n	n2	M	(65,75]	Remarried	Employee	3
y	y	n	n	y	y	y	n	n	n	y	n	y	n	n	y	n	n3	F	(25,35]	Single	Employee	9
y	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n0	F	(35,45]	Married	Employee	1
y	y	y	y	n	y	n	y	n	n	n	n	y	y	y	y	n	n1	F	(25,35]	Married	Employee	11
y	y	n	n	n	y	n	n	n	n	y	n	n	n	y	y	n	n4	F	(45,55]	Married	Employee	7
n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n2	F	(55,65]	Married	Employee	1
n	y	n	n	n	n	n	n	n	n	n	n	n	y	y	n	n	n4	F	(65,75]	Married	Unskilled_worker	4
n	y	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n4	M	(65,75]	Single	Unskilled_worker	2
y	y	y	y	y	y	y	y	y	n	n	y	y	n	n	n	n	n4	F	(35,45]	Single	Employee	12
n	n	n	n	n	n	n	y	n	n	n	n	n	y	n	y	n	n4	F	(45,55]	Married	Employee	4
y	y	y	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n4	F	(75,85]	Widower	Manual_labourer	4
y	y	n	n	n	n	n	n	n	n	n	n	n	y	n	n	n	n4	F	(55,65]	Married	Manual_labourer	4
y	y	y	n	n	n	n	y	y	n	n	n	n	n	y	y	n	n3	F	(35,45]	Married	Employee	8
y	y	y	y	y	y	y	y	y	n	n	n	y	y	n	y	n	n1	M	(35,45]	Single	Management	13
y	n	n	y	y	y	y	n	n	n	n	n	y	y	n	n	n	n3	M	(35,45]	Married	Manual_labourer	8
y	y	n	n	y	y	y	n	n	n	n	n	n	n	n	y	y	n3	M	[15,25]	Married	Employee	8
y	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n4	F	(65,75]	Married	Employee	2
y	y	y	y	n	y	y	y	y	y	n	n	n	y	n	n	n	n1	M	(25,35]	Single	Employee	11
y	y	n	n	n	y	n	n	y	n	n	n	n	n	n	n	n	n4	F	(25,35]	Married	Employee	5
y	y	y	y	n	n	y	y	y	y	n	n	n	y	n	y	n	n2	F	(25,35]	Married	Employee	11
n	y	n	n	n	n	n	n	y	n	n	n	n	y	n	n	n	n2	F	(45,55]	Married	Employee	4
y	y	y	n	y	y	n	y	y	y	n	n	y	y	y	y	y	n1	F	(25,35]	Married	Foreman	14
y	y	n	y	n	y	y	y	n	y	y	y	y	n	y	y	n	n3	F	(25,35]	Married	NotAvailable	13
y	y	n	n	n	n	n	n	n	n	y	n	n	n	y	y	n	n4	F	(25,35]	Single	Employee	6
y	y	n	n	n	y	n	n	n	n	n	n	n	y	n	n	n	n2	M	(45,55]	Married	Manual_labourer	5
y	y	y	n	n	y	n	n	y	n	n	n	n	n	n	y	y	n4	F	[15,25]	Single	Employee	8
y	y	n	n	n	y	y	y	n	n	n	n	y	y	n	y	n	n2	F	(25,35]	Married	Foreman	9
y	n	n	n	n	n	n	y	n	n	n	n	n	n	y	n	n	n3	F	(55,65]	Married	Unskilled_worker	4
y	y	y	y	y	y	n	y	y	y	n	n	n	n	n	y	n	n0	F	(25,35]	Single	Employee	10
n	y	n	n	y	y	n	y	n	n	y	n	n	n	n	y	n	n3	M	(25,35]	Single	Manual_labourer	7
n	y	n	n	n	n	n	n	n	n	n	n	y	y	n	y	n	n4	M	(45,55]	Married	Unskilled_worker	5
n	n	y	n	n	y	y	n	n	n	n	n	y	n	n	y	n	n2	M	(25,35]	Single	NotAvailable	6
n	y	n	n	n	n	n	y	n	n	n	n	n	n	y	y	n	n0	F	(35,45]	Divorcee	Unskilled_worker	4
y	y	y	y	n	y	n	y	n	n	n	n	y	n	n	y	y	n2	F	(25,35]	Single	Employee	10
n	y	n	n	n	n	n	n	y	n	n	n	y	y	y	n	n	n4	M	(45,55]	Married	Foreman	6
n	y	n	n	n	y	n	n	y	y	n	n	n	y	n	y	y	n4	M	(35,45]	Married	Employee	8
y	y	y	n	n	n	y	n	y	n	n	n	y	y	n	n	n	n0	F	[15,25]	Divorcee	Foreman	7
n	n	n	n	n	y	n	n	n	n	n	n	n	n	n	y	n	n2	M	(45,55]	Remarried	Technician	3
y	y	n	n	y	n	n	n	n	n	y	n	y	y	n	n	n	n4	M	(65,75]	Widower	Management	7
y	y	y	n	n	y	y	y	n	y	n	n	n	n	n	y	n	n0	F	(25,35]	Single	Employee	8
y	y	n	n	n	y	n	y	y	y	y	n	n	n	n	n	n	n4	F	(35,45]	Married	Employee	8
n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n1	M	(75,85]	Married	Employee	1
y	n	y	y	y	y	n	y	y	n	n	y	y	y	y	n	n	n4	F	(45,55]	Married	Management	12
y	y	n	n	y	n	n	y	y	y	y	n	n	n	n	y	n	n1	F	(25,35]	Divorcee	Manual_labourer	9
y	n	n	n	n	n	n	n	y	n	n	n	n	n	n	y	n	n4	F	(75,85]	Married	Employee	4
y	y	n	n	n	n	n	n	y	n	n	n	y	y	n	y	y	n3	F	(45,55]	Remarried	Employee	8
y	y	y	y	y	y	y	y	y	n	n	n	y	y	n	y	n	n2	M	[15,25]	Single	Technician	13
y	y	n	n	n	n	n	n	n	n	n	n	n	y	n	n	n	n4	F	(65,75]	Married	Employee	4
y	y	y	y	n	n	y	y	y	n	y	n	n	y	y	y	n	n2	F	(45,55]	Married	Employee	12
y	y	n	n	n	n	n	n	n	n	n	n	n	n	n	y	n	n4	F	(35,45]	Married	Unskilled_worker	4
n	y	n	n	n	n	y	y	n	n	n	n	y	n	n	n	y	n0	F	(35,45]	Widower	Unskilled_worker	5
n	y	n	n	n	y	n	n	n	n	n	n	y	n	n	n	y	n2	M	[15,25]	Single	Unskilled_worker	5
y	y	n	y	n	n	y	n	n	n	n	n	n	n	n	n	n	n3	F	(75,85]	Widower	Employee	5
y	y	n	n	n	y	n	n	n	n	n	n	n	n	n	n	y	n3	M	(35,45]	Single	Manual_labourer	5
y	y	n	n	n	y	n	y	y	n	n	y	y	n	n	n	n	n0	M	(65,75]	Married	Management	7
y	n	n	n	n	y	n	y	y	y	y	n	y	n	y	y	y	n2	M	(45,55]	Remarried	Technician	11
n	n	n	n	n	y	n	n	n	n	n	n	n	n	n	n	n	n3	M	(45,55]	Married	Manual_labourer	2
y	y	y	n	n	y	y	n	y	y	n	n	y	n	n	y	y	n1	M	[15,25]	Single	Manual_labourer	11
y	n	n	n	n	y	n	y	n	n	y	n	y	n	n	n	n	n4	F	(35,45]	Married	Unskilled_worker	6
n	n	n	n	n	n	y	y	n	n	n	n	y	y	n	y	y	n2	M	(55,65]	Married	Manual_labourer	7
y	y	n	n	n	n	n	y	n	n	n	n	y	y	y	y	n	n1	F	(55,65]	Married	Employee	8
y	y	n	n	y	y	n	y	y	n	n	n	y	y	n	y	n	n2	M	(55,65]	Married	NotAvailable	10
y	y	y	y	n	y	y	y	y	n	n	n	n	n	n	y	n	n3	F	[15,25]	Single	Management	10
n	y	n	n	n	n	n	n	n	n	n	n	y	n	n	n	y	n2	M	(35,45]	Married	Manual_labourer	4
y	y	y	y	n	y	y	y	n	y	y	n	y	y	n	y	n	n4	F	(45,55]	Married	Employee	13
y	y	n	n	n	y	n	n	y	y	n	n	y	y	n	n	y	n3	M	(45,55]	Married	Employee	9
y	y	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n4	F	(75,85]	Widower	Unskilled_worker	3
y	y	n	n	y	n	n	n	y	n	n	n	n	n	n	y	n	n4	F	(45,55]	Remarried	Employee	6
n	y	y	n	n	n	n	y	n	n	n	n	y	y	n	n	n	n3	M	(45,55]	Remarried	Employee	6
n	n	n	n	n	n	y	n	n	n	n	n	n	y	n	n	y	n1	M	(35,45]	Married	Employee	4
y	n	n	n	n	n	n	n	n	n	n	n	y	y	n	n	y	n4	M	(65,75]	Married	Manual_labourer	5
y	n	y	y	n	y	y	n	n	n	n	n	y	n	n	y	n	n2	M	(25,35]	Single	Employee	8
y	y	y	y	y	n	n	y	n	n	n	y	n	y	y	y	n	n3	F	(35,45]	Married	Employee	11
y	y	n	n	n	n	n	y	n	n	n	n	n	y	y	y	n	n3	F	(45,55]	Married	NotAvailable	7
y	y	y	n	n	y	y	n	y	y	n	n	y	y	n	y	n	n2	M	[15,25]	Single	NotAvailable	11
n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	y	n	n3	F	(65,75]	Widower	Unskilled_worker	2
y	n	n	n	n	n	n	n	y	n	n	n	y	y	n	y	n	n3	M	(75,85]	Married	NotAvailable	6
y	y	n	n	n	n	n	n	n	n	n	n	y	y	n	n	n	n2	M	(25,35]	Married	NotAvailable	5
y	y	n	n	n	n	n	y	n	n	n	n	n	y	n	n	n	n4	F	(55,65]	Remarried	Unskilled_worker	5
n	y	n	n	n	y	n	n	n	n	n	n	n	y	n	y	n	n2	F	(25,35]	Single	Unskilled_worker	5
y	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n4	F	(45,55]	Divorcee	Employee	2
y	n	n	n	n	n	n	n	n	n	n	n	n	n	n	y	n	n4	F	(45,55]	Divorcee	Employee	3
y	y	n	n	n	n	n	n	n	n	n	n	n	y	y	y	n	n2	F	(55,65]	Married	Employee	6
y	y	y	n	n	n	n	y	n	y	n	n	y	n	n	n	n	n3	F	[15,25]	Married	Employee	7
y	y	y	y	y	n	y	n	n	y	n	y	n	n	n	y	n	n2	F	(25,35]	Remarried	Employee	10
n	n	y	n	n	y	y	n	y	n	n	n	y	n	y	n	n	n0	M	(35,45]	Married	Manual_labourer	6
y	n	n	n	n	n	n	n	n	n	n	n	y	n	n	n	n	n2	M	(65,75]	Married	Employee	3
y	y	y	y	y	y	y	n	y	n	y	y	y	n	y	n	n	n2	F	[15,25]	Single	NotAvailable	13
y	y	y	n	n	y	y	n	y	y	n	n	y	y	n	y	n	n1	M	(25,35]	Married	Management	11
y	y	y	y	y	y	y	y	y	n	y	y	y	y	n	n	n	n3	M	(45,55]	Remarried	Foreman	14
y	y	y	n	n	y	n	y	y	y	y	n	n	n	n	n	n	n3	F	(35,45]	Single	Employee	9
n	y	y	n	n	y	y	n	n	n	n	n	n	n	n	y	n	n1	M	[15,25]	Single	NotAvailable	6
n	y	n	n	n	n	n	n	n	n	n	n	n	y	n	y	n	n4	F	(35,45]	Divorcee	Manual_labourer	4
y	y	y	y	y	n	y	y	y	n	y	n	n	y	y	y	n	n2	F	(35,45]	Married	Employee	13
n	y	y	y	y	n	y	n	n	y	n	n	n	n	n	n	n	n4	F	(35,45]	Single	Foreman	7
y	y	n	n	n	n	n	n	y	n	y	n	y	n	n	n	y	n4	M	(45,55]	Married	Manual_labourer	7
n	y	n	n	n	n	n	n	n	n	n	n	y	n	n	n	n	n1	M	(55,65]	Married	Unskilled_worker	3
y	y	n	n	y	n	y	y	y	n	y	n	y	y	y	y	n	n3	F	(45,55]	Married	Unskilled_worker	12
y	y	y	y	n	y	n	y	y	n	n	n	y	y	n	n	n	n3	M	(45,55]	Single	Management	10
y	y	n	y	y	y	y	y	y	y	n	y	y	y	y	n	n	n4	F	(55,65]	Married	Management	14
n	y	y	y	y	y	n	y	n	n	y	y	y	y	n	n	y	n4	M	(45,55]	Divorcee	Employee	12
y	n	y	y	y	n	n	y	n	n	n	n	n	y	y	y	n	n0	F	(45,55]	Married	Employee	8
y	y	n	n	n	n	n	y	n	n	n	n	y	y	n	n	y	n2	M	(45,55]	Married	Employee	7
y	y	y	y	y	y	n	y	n	n	y	n	y	y	y	y	n	n2	F	(55,65]	Divorcee	Employee	13
y	y	y	y	n	n	y	y	y	n	n	y	n	n	n	n	n	n3	M	(65,75]	Divorcee	Management	9
y	n	n	n	n	n	n	n	n	n	n	n	n	n	y	n	n	n0	F	(75,85]	Widower	Employee	2
y	y	y	n	y	y	y	y	y	n	n	y	n	n	n	y	n	n4	F	(35,45]	Married	Employee	11
y	y	n	y	n	y	n	y	y	n	n	n	n	y	y	y	n	n3	F	(25,35]	Single	Employee	10
y	n	n	n	n	y	n	y	y	y	y	y	y	y	n	y	n	n0	M	(65,75]	Married	NotAvailable	10
n	y	y	y	y	y	n	y	n	n	n	n	y	y	n	y	n	n4	M	(35,45]	Married	Manual_labourer	10
y	y	n	n	n	n	n	y	n	n	n	n	y	y	n	y	n	n3	F	(25,35]	Married	Employee	7
y	y	y	y	y	y	y	y	y	y	n	n	y	y	n	y	y	n1	F	[15,25]	Single	NotAvailable	15
y	y	y	n	y	y	y	y	y	n	n	n	y	n	n	n	n	n3	M	[15,25]	Single	NotAvailable	10
n	y	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n4	F	(45,55]	Married	Employee	2
y	y	y	n	y	y	y	y	y	y	y	n	y	y	y	y	n	n1	F	(35,45]	Married	Unskilled_worker	15
n	y	n	n	n	n	n	n	n	n	n	n	n	n	n	y	n	n4	F	(25,35]	Married	Employee	3
y	n	n	n	n	n	n	y	n	n	n	n	y	y	n	n	n	n4	M	(55,65]	Married	Technician	5
n	y	n	n	n	y	y	n	n	n	y	n	n	y	n	y	n	n4	M	(25,35]	Single	Employee	7
n	y	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n0	F	(35,45]	Single	Unskilled_worker	1
n	n	y	n	n	n	y	y	y	n	n	n	y	y	n	y	n	n2	M	(25,35]	Married	Unskilled_worker	8
y	y	y	n	y	y	n	y	y	n	n	n	n	y	n	n	n	n1	F	(35,45]	Single	Foreman	9
y	y	y	y	y	y	y	y	y	y	y	n	y	y	n	y	n	n4	M	[15,25]	Single	NotAvailable	15
y	n	n	n	n	n	n	n	n	n	n	n	n	n	y	n	n	n3	F	(65,75]	Widower	Employee	3
y	y	y	y	n	y	y	n	y	n	n	n	y	n	n	n	n	n2	M	[15,25]	Single	Employee	9
n	y	y	n	n	n	n	y	n	n	y	n	y	y	n	y	n	n2	M	(35,45]	Divorcee	Employee	8
n	y	n	n	n	n	n	y	n	n	n	n	y	n	n	n	n	n1	M	(55,65]	Married	Employee	4
n	y	n	n	n	n	n	y	n	n	n	n	y	n	n	y	n	n3	M	(45,55]	Married	Management	5
y	y	y	n	n	y	y	y	n	n	n	n	y	n	n	n	n	n2	F	(25,35]	Married	Employee	8
y	y	n	n	n	n	n	n	n	n	y	n	n	n	n	y	n	n4	M	(65,75]	Remarried	Technician	5
y	y	n	n	y	n	n	y	n	n	n	n	n	y	n	y	y	n1	M	(55,65]	Widower	Employee	8
y	y	n	n	n	y	n	y	n	y	n	n	y	n	y	y	n	n2	F	(25,35]	Married	Foreman	9
y	n	n	n	n	n	n	n	n	y	n	n	n	n	n	n	n	n4	F	(65,75]	Widower	Employee	3
n	n	y	n	n	y	n	n	y	n	n	n	n	n	n	n	n	n4	F	(35,45]	Married	Employee	4
y	y	n	n	n	n	n	n	y	n	n	n	n	n	n	n	n	n2	F	(55,65]	Married	Employee	4
y	y	y	y	y	n	y	n	n	n	n	n	n	y	n	y	n	n1	F	(45,55]	Married	Management	9
y	y	n	y	n	n	y	n	n	n	n	n	y	y	n	y	n	n2	F	(25,35]	Married	Technician	8
n	y	y	n	n	n	y	y	n	y	n	n	y	y	n	y	n	n0	M	(35,45]	Divorcee	Technician	8
n	y	n	n	n	y	y	y	n	n	y	n	y	y	n	y	y	n0	M	[15,25]	Single	Unskilled_worker	9
n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n4	M	(65,75]	Married	Unskilled_worker	1
y	y	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n2	F	(45,55]	Married	Foreman	3
y	y	n	n	n	y	y	n	y	n	n	n	y	n	n	n	n	n2	M	(35,45]	Married	Foreman	7
y	n	n	n	n	n	n	n	n	n	n	n	n	n	y	n	n	n4	F	(65,75]	Widower	Employee	3
n	y	n	n	n	n	n	n	n	n	n	n	y	y	n	n	n	n0	F	(45,55]	Married	Other	3
n	y	n	n	n	n	n	n	n	n	n	n	n	y	y	n	n	n2	F	(35,45]	Married	Unskilled_worker	4
y	y	y	n	n	y	n	n	y	n	n	n	y	y	y	n	n	n3	F	(25,35]	Single	Employee	9
n	y	n	n	n	n	n	y	n	n	n	n	n	n	n	y	n	n2	F	(45,55]	Remarried	Employee	4
y	y	y	y	n	y	y	y	y	n	n	n	n	n	n	n	n	n2	M	(25,35]	Single	Technician	9
y	y	y	y	y	y	y	y	n	n	n	n	n	n	n	n	n	n0	F	(25,35]	Single	Employee	8
y	y	y	n	n	n	n	n	n	n	n	n	n	n	y	y	n	n3	F	(45,55]	Widower	Employee	6
y	y	n	n	n	y	y	n	y	n	n	n	y	n	n	y	n	n3	F	(25,35]	Married	Management	8
y	y	n	n	n	n	y	y	y	n	n	n	n	n	n	y	n	n4	F	(65,75]	Married	Foreman	7
y	y	n	n	n	y	n	n	y	n	n	n	n	n	n	n	n	n2	M	(55,65]	Married	Management	5
y	y	y	n	n	n	n	y	n	n	n	n	y	y	n	y	n	n1	F	(35,45]	Divorcee	Employee	8
y	y	y	n	n	y	n	y	y	n	n	n	n	n	n	n	n	n4	F	[15,25]	Single	NotAvailable	7
y	y	y	y	n	n	n	n	n	n	n	n	n	y	n	n	n	n2	M	(45,55]	Married	Employee	6
y	n	y	n	n	y	y	n	n	n	n	n	y	y	n	n	n	n2	M	(35,45]	Married	Management	7
y	y	y	n	n	y	n	n	y	n	y	n	y	y	y	n	n	n4	F	(45,55]	Married	Employee	10
